ID,Country,City,Address,Company,Office Size,Contract Start,Contract End,People,Per Person,Rent per Month,Contract End Month,Contract Start Month,Contract Length,Months Until Expiry,Month Divider,Cumulative Monthly,Current?
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-04-01,728000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-05-01,754000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-06-01,780000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-07-01,806000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-08-01,832000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-09-01,858000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-10-01,884000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-11-01,910000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2023-12-01,936000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-01-01,962000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-02-01,988000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-03-01,1014000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-04-01,1040000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-05-01,1066000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-06-01,1092000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-07-01,1118000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-08-01,1144000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-09-01,1170000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-10-01,1196000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-11-01,1222000,Not
1,United Kingdom,London,22487 Ridgeway Pass,"McLaughlin, Rutherford and Rohan",Medium,2021-01-09,2025-01-08,50,520,26000,2024-12-01,2021-01-01,48,33,2024-12-01,1248000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2021-10-01,26000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2021-11-01,52000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2021-12-01,78000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-01-01,104000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-02-01,130000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-03-01,156000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-04-01,182000,EoY and Current
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-05-01,208000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-06-01,234000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-07-01,260000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-08-01,286000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-09-01,312000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-10-01,338000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-11-01,364000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2022-12-01,390000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-01-01,416000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-02-01,442000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-03-01,468000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-04-01,494000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-05-01,520000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-06-01,546000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-07-01,572000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-08-01,598000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-09-01,624000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-10-01,650000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-11-01,676000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2023-12-01,702000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-01-01,728000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-02-01,754000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-03-01,780000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-04-01,806000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-05-01,832000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-06-01,858000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-07-01,884000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-08-01,910000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-09-01,936000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-10-01,962000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-11-01,988000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2024-12-01,1014000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-01-01,1040000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-02-01,1066000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-03-01,1092000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-04-01,1118000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-05-01,1144000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-06-01,1170000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-07-01,1196000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-08-01,1222000,Not
10,United Kingdom,London,6969 Blackbird Terrace,Vandervort and Sons,Medium,2021-10-22,2025-10-21,50,520,26000,2025-09-01,2021-10-01,48,42,2025-09-01,1248000,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-02-01,8600,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-03-01,17200,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-04-01,25800,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-05-01,34400,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-06-01,43000,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-07-01,51600,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-08-01,60200,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-09-01,68800,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-10-01,77400,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-11-01,86000,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2021-12-01,94600,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-01-01,103200,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-02-01,111800,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-03-01,120400,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-04-01,129000,EoY and Current
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-05-01,137600,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-06-01,146200,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-07-01,154800,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-08-01,163400,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-09-01,172000,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-10-01,180600,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-11-01,189200,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2022-12-01,197800,Not
2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,2021-02-06,2023-02-05,20,430,8600,2023-01-01,2021-02-01,24,10,2023-01-01,206400,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2021-09-01,8600,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2021-10-01,17200,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2021-11-01,25800,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2021-12-01,34400,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-01-01,43000,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-02-01,51600,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-03-01,60200,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-04-01,68800,EoY and Current
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-05-01,77400,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-06-01,86000,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-07-01,94600,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-08-01,103200,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-09-01,111800,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-10-01,120400,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-11-01,129000,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2022-12-01,137600,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-01-01,146200,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-02-01,154800,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-03-01,163400,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-04-01,172000,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-05-01,180600,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-06-01,189200,Not
11,United Kingdom,Manchester,63246 Thackeray Crossing,"Maggio, Halvorson and Morissette",Small,2021-09-08,2023-09-07,20,430,8600,2023-08-01,2021-09-01,24,17,2023-07-01,197800,Not
